order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDY07460,2018-05-30,12:54:05,Dinner,TP,"[('Chicken', 7), ('Steak', 2)]",314.0,-37.8069563,144.9899047,0,10.412,13.7794913
ORDI03857,2018-03-19,10:32:06,Dinner,NS,"[('Cereal', 9), ('Eggs', 6), ('Pancake', 1)]",345.25,-37.8173844,144.9674523,0,8.31,13.3356148
ORDY09223,2018-04-06,11:02:32,Breakfast,TP,"[('Cereal', 2), ('Coffee', 6), ('Pancake', 1)]",709.0,-37.8183458,144.9641397,0,7.619,10.6710294
ORDK04376,2018-07-15,14:25:21,Lunch,BK,"[('Fries', 5), ('Salad', 7), ('Chicken', 3), ('Steak', 2), ('Burger', 10)]",676.4,-37.8201817,144.957557,0,8.357,16.4070787
ORDK00083,2018-12-30,20:00:00,Dinner,BK,"[('Pasta', 6), ('Fish&Chips', 6), ('Salmon', 2), ('Shrimp', 2)]",565.0,-37.8065069,144.9614943,0,7.563,17.3163282
ORDZ03286,2018-07-17,14:25:21,Lunch,NS,"[('Chicken', 6), ('Steak', 8)]",552.0,-37.8197772,144.9437517,1,9.859,15.6342803
ORDK04674,2018-03-30,10:52:23,Breakfast,BK,"[('Cereal', 4), ('Coffee', 3), ('Pancake', 5)]",227.75,-37.8162393,144.9640706,0,7.758,12.6997023
ORDJ10004,2018-05-18,12:33:48,Lunch,TP,"[('Fries', 3), ('Chicken', 10), ('Salad', 1)]",373.2,-37.8148074,144.9576239,0,8.298,11.2155371
ORDA09348,2018-08-30,15:56:37,Lunch,BK,"[('Salad', 3), ('Burger', 2), ('Fries', 9), ('Chicken', 5)]",381.6,37.8265116,144.9556104,0,8.971,14.5742256
ORDZ02775,2018-12-17,19:39:43,Dinner,NS,"[('Pasta', 2), ('Salmon', 6)]",301.0,-37.8056528,144.9510829,0,8.437,14.2844161
ORDC02485,2018-12-19,19:39:43,Dinner,NS,"[('Fish&Chips', 1), ('Pasta', 1)]",62.5,37.8254275,144.9898046,0,9.813,16.1090679
ORDK09420,2018-01-17,08:30:25,Breakfast,BK,"[('Cereal', 1), ('Coffee', 7), ('Pancake', 2)]",122.0,-37.8063165,144.9559998,1,8.093,6.4682487
ORDX10258,2018-05-09,12:13:31,Lunch,BK,"[('Steak', 5), ('Salad', 2)]",259.4,-37.8165726,144.9870015,1,5.865,11.5187606
ORDA03875,2018-08-26,15:46:28,Lunch,BK,"[('Burger', 3), ('Chicken', 5)]",253.0,-37.8124141,144.9385708,0,10.439,18.9209996
ORDZ03351,2018-03-10,10:11:49,Breakfast,NS,"[('Coffee', 2), ('Fish&Chips', 2)]",59.0,-37.8198446,144.94491,0,9.803,17.0004323
ORDX07176,2018-02-16,09:31:16,Breakfast,BK,"[('Cereal', 10), ('Eggs', 10), ('Coffee', 1)]",437.5,-37.8056849,144.9280772,0,10.937,16.1658659
ORDZ07623,2018-08-14,15:26:11,Lunch,NS,"[('Fries', 3), ('Burger', 2), ('Steak', 1)]",143.0,-37.8083366,144.9751971,0,7.28,12.7181544
ORDA05613,2018-11-13,18:28:43,Dinner,BK,"[('Fish&Chips', 2), ('Pasta', 4), ('Shrimp', 3), ('Salmon', 2)]",424.0,-37.8064259,144.9439917,0,9.446,15.8886568
ORDY10599,2018-07-22,14:35:29,Lunch,TP,"[('Steak', 3), ('Burger', 3), ('Salad', 2), ('Chicken', 2), ('Fries', 3)]",362.4,37.809031,144.9475493,0,9.733,14.8531204
ORDC00792,10-12-2018,19:19:26,Dinner,NS,"[('Shrimp', 7), ('Salmon', 2), ('Fish&Chips', 9), ('Pasta', 10)]",1050.0,-37.8031089,145.0034536,0,9.251,15.3123215
ORDK08643,2018-22-11,18:49:00,Dinner,BK,"[('Fish&Chips', 1), ('Salmon', 4), ('Pasta', 6)]",364.0,-37.8114812,144.9732528,0,6.807,13.5526578
ORDY09630,2018-10-19,17:38:01,Dinner,TP,"[('Salmon', 5), ('Pasta', 9)]",452.5,-37.7997268,144.9254944,1,11.856,15.4873017
ORDJ03071,2018-11-28,18:59:09,Dinner,TP,"[('Fish&Chips', 2), ('Pasta', 1), ('Shrimp', 6)]",421.5,-37.8238862,145.0103172,0,11.479,15.1443671
ORDJ05561,2018-05-22,12:33:48,Lunch,TP,"[('Salad', 3), ('Chicken', 5), ('Fries', 5)]",271.6,-37.7992172,145.0095819,0,12.822,15.2539684
ORDZ10596,2018-04-08,11:12:40,Breakfast,NS,"[('Coffee', 5), ('Steak', 9), ('Cereal', 2), ('Eggs', 4)]",385.75,-37.8125191,145.0132056,0,10.688,17.9526715
ORDI09235,2018-04-27,11:43:05,Breakfast,tp,"[('Cereal', 2), ('Coffee', 3)]",64.5,-37.8005886,144.9424587,0,8.746,13.840017
ORDI05313,2018-09-15,16:27:02,Dinner,NS,"[('Fish&Chips', 4), ('Pasta', 10)]",415.0,-37.8102031,144.9937946,0,9.989,17.0109978
ORDJ03468,2018-08-05,15:05:54,Lunch,TP,"[('Eggs', 2), ('Steak', 8), ('Fries', 8), ('Salad', 2), ('Burger', 7)]",771.4,-37.8164523,144.949172,0,9.069,13.9931054
ORDZ05888,2018-06-29,13:54:55,Lunch,NS,"[('Coffee', 5), ('Salad', 4), ('Steak', 6), ('Burger', 1)]",529.8,-37.8253236,145.0124101,0,11.769,17.8069439
ORDB10210,2018-08-09,15:16:03,Breakfast,TP,"[('Fries', 9), ('Salad', 3), ('Steak', 9), ('Chicken', 10), ('Burger', 8)]",1132.6,-37.7992037,144.963131,0,9.915,13.4992887
ORDJ06303,2018-10-14,17:27:53,Dinner,TP,"[('Pasta', 10), ('Shrimp', 7), ('Fish&Chips', 10)]",1003.0,37.8193166,144.9621428,0,8.08,14.1154005
ORDB06419,2018-01-12,08:20:16,Breakfast,TP,"[('Pancake', 8), ('Eggs', 9), ('Cereal', 7), ('Coffee', 6)]",584.0,-37.8211448,144.9474356,1,8.978,6.0559582
ORDC10096,2018-04-27,11:43:05,Breakfast,NS,"[('Pancake', 5), ('Coffee', 3), ('Cereal', 4), ('Eggs', 3)]",293.75,-37.8119045,145.0035363,0,8.275,14.9321042
ORDA00952,2018-06-09,13:14:21,Lunch,BK,"[('Chicken', 6), ('Steak', 4), ('Salad', 4)]",440.8,-37.7993149,144.9602499,0,8.447,16.6358685
ORDZ05004,2018-12-13,19:29:34,Dinner,NS,"[('Shrimp', 9), ('Fish&Chips', 2), ('Salmon', 4), ('Pasta', 4)]",830.0,-37.8177981,144.9317683,0,9.528,15.4862356
ORDA07651,2018-05-13,12:23:39,Lunch,BK,"[('Chicken', 6), ('Fries', 7), ('Burger', 3), ('Salad', 7), ('Steak', 4)]",669.4,-37.8190083,144.9618741,0,11.856,15.9602289
ORDY06261,2018-01-03,08:00:00,Breakfast,TP,"[('Cereal', 1), ('Eggs', 9)]",219.0,-37.8019774,145.0155861,1,13.774,7.5014578
ORDI01491,2018-07-31,14:55:46,Lunch,NS,"[('Salad', 9), ('Fries', 4)]",202.8,37.8129595,145.0155703,0,12.083,17.6825068
ORDB10706,2018-14-12,19:29:34,Dinner,TP,"[('Shrimp', 10), ('Salmon', 2)]",622.0,-37.8191693,145.0153609,0,12.706,16.4824129
ORDY00847,2018-02-07,09:10:59,Breakfast,TP,"[('Eggs', 3), ('Coffee', 1), ('Cereal', 4), ('Pancake', 9)]",375.75,-37.8248728,144.9889915,0,9.257,11.6527692
ORDX04951,2018-02-23,09:41:24,Breakfast,bk,"[('Eggs', 5), ('Coffee', 5), ('Pancake', 9)]",365.75,-37.8067131,144.9326503,0,10.374,15.3338356
ORDY10093,2018-01-22,08:40:33,Breakfast,TP,"[('Eggs', 3), ('Cereal', 7)]",213.0,37.8067779,144.9734819,0,9.376,11.9015546
ORDK06078,2018-11-29,18:59:09,Dinner,BK,"[('Shrimp', 10), ('Fish&Chips', 7), ('Salmon', 2)]",867.0,-37.8131367,145.014217,0,3.758,10.1429656
ORDJ05953,2018-12-10,19:19:26,Dinner,TP,"[('Fish&Chips', 4), ('Pasta', 8)]",360.0,-37.8252426,144.9483362,0,8.765,13.0829042
ORDI09754,2018-07-02,14:05:04,Lunch,NS,"[('Burger', 1), ('Salad', 9), ('Steak', 1), ('Fries', 2), ('Chicken', 9)]",542.8,-37.8106612,144.9644541,0,7.502,13.1370703
ORDB10044,2018-09-07,16:16:54,Dinner,TP,"[('Pasta', 8), ('Fish&Chips', 5), ('Salmon', 5)]",600.0,-37.8036633,144.9626737,0,9.373,13.4726901
ORDZ03798,2018-04-21,11:32:57,Breakfast,NS,"[('Cereal', 8), ('Pancake', 4), ('Eggs', 1), ('Coffee', 1)]",294.5,-37.8188308,144.9533814,1,9.229,15.9068406
ORDY08984,2018-09-16,16:37:10,Lunch,TP,"[('Pasta', 10), ('Shrimp', 2)]",383.0,-37.8163262,144.9640475,0,7.767,13.7254309
ORDI05602,2018-04-27,11:43:05,Breakfast,NS,"[('Coffee', 10), ('Eggs', 8), ('Cereal', 7), ('Pancake', 9)]",616.25,-37.8124771,145.0038348,0,9.952,15.0276044
ORDX06526,2018-10-11,17:17:44,Dinner,BK,"[('Salmon', 2), ('Fish&Chips', 3), ('Pasta', 6), ('Shrimp', 6)]",676.0,-37.8120825,144.9533657,0,8.427,15.0529501
ORDI03131,2018-03-11,10:11:49,Breakfast,NS,"[('Coffee', 10), ('Pancake', 4), ('Eggs', 8)]",348.0,-37.8019156,144.9635917,0,6.864,14.3452955
ORDZ10582,2018-07-30,14:55:46,Lunch,NS,"[('Chicken', 6), ('Fries', 2), ('Steak', 7), ('Burger', 4)]",655.0,-37.8027369,145.0021591,0,9.125,14.7649872
ORDI01408,2018-11-24,18:49:00,Dinner,NS,"[('Salmon', 8), ('Shrimp', 3), ('Fish&Chips', 4)]",576.0,-37.8088514,144.9832627,0,7.941,16.3824422
ORDI05987,2018-07-08,14:15:12,Lunch,NS,"[('Salad', 4), ('Chicken', 4)]",196.8,-37.8093149,145.0136245,0,7.772,18.2142826
ORDX00815,2018-05-21,12:33:48,Lunch,BK,"[('Salad', 3), ('Fries', 4), ('Steak', 8), ('Chicken', 4), ('Burger', 2)]",649.6,37.8056686,144.9572478,0,7.969,14.1516433
ORDB06869,2018-02-17,09:31:16,Dinner,TP,"[('Coffee', 6), ('Eggs', 2)]",89.0,-37.8039715,144.9500151,0,9.989,14.337016
ORDK09716,2018-08-12,15:26:11,Lunch,BK,"[('Salad', 8), ('Pancake', 5)]",292.6,-37.8127465,144.9884014,0,5.422,12.9648534
ORDK00379,2018-09-10,16:16:54,Dinner,BK,"[('Fish&Chips', 1), ('Pasta', 4), ('Salmon', 10)]",555.0,-37.820783,144.9486473,0,9.219,16.7109565
ORDK00672,10-02-2018,09:10:59,Breakfast,BK,"[('Coffee', 6), ('Eggs', 8), ('Pancake', 5)]",342.25,-37.8098938,144.9665963,0,7.21,15.0856132
ORDA01520,2018-06-21,13:34:38,Lunch,BK,"[('Steak', 1), ('Fries', 10)]",165.0,-37.799822,144.9620769,0,8.201,14.2503446
ORDX09682,2018-06-08,13:14:21,Lunch,BK,"[('Burger', 5), ('Chicken', 8)]",411.0,-37.804626,144.9513393,0,8.583,14.6042267
ORDB09002,2018-01-15,08:20:16,Breakfast,TP,"[('Cereal', 2), ('Coffee', 1)]",49.5,-37.8153797,144.9225106,1,12.267,7.6764106
ORDX02801,2018-12-14,19:29:34,Dinner,BK,"[('Shrimp', 5), ('Pasta', 3)]",352.5,-37.8010036,144.9628949,0,8.058,14.8551426
ORDI09913,2018-03-22,10:32:06,Breakfast,NS,"[('Coffee', 9), ('Cereal', 7)]",214.5,-37.8189399,144.9626801,1,8.726,13.5238061
ORDY00947,2018-12-22,19:49:51,Dinner,TP,"[('Fries', 6), ('Pasta', 5)]",383.5,-37.8180144,144.9470579,0,9.27,14.9027832
ORDA09589,2018-11-18,18:38:52,Dinner,BK,"[('Fish&Chips', 3), ('Pasta', 9), ('Salmon', 6), ('Shrimp', 5)]",868.5,37.8140479,144.9359943,0,10.207,19.4216254
ORDX06497,2018-01-13,08:20:16,Breakfast,BK,"[('Eggs', 4), ('Coffee', 8), ('Cereal', 9)]",337.0,-37.8139995,144.9396713,1,9.731,8.7055416
ORDC02605,2018-01-10,08:10:08,Breakfast,NS,"[('Pancake', 8), ('Eggs', 10), ('Coffee', 5)]",451.5,-37.8067847,144.9570032,1,8.19,6.434475
ORDY05419,2018-06-01,12:54:05,Lunch,TP,"[('Steak', 1), ('Fries', 2), ('Chicken', 5)]",229.0,-37.8030593,144.9500877,0,9.981,13.5411064
ORDJ07282,2018-05-14,12:23:39,Lunch,TP,"[('Steak', 8), ('Salad', 2), ('Chicken', 7), ('Burger', 4)]",742.4,-37.797684,144.9412797,0,11.02,13.7140346
ORDB01908,2018-02-17,09:31:16,Breakfast,TP,"[('Eggs', 9), ('Coffee', 10), ('Pancake', 10), ('Cereal', 8)]",683.5,144.9375827,-37.8219252,0,9.767,13.6272327
ORDX05034,2018-03-06,10:01:41,Breakfast,BK,"[('Eggs', 9), ('Coffee', 6)]",243.0,-37.8161879,144.982733,1,6.248,10.7696615
ORDI06802,04-03-2018,10:01:41,Breakfast,NS,"[('Eggs', 2), ('Pancake', 7)]",213.75,-37.8011673,144.968491,0,6.3,13.2907748
ORDC06752,2018-08-01,14:55:46,Lunch,NS,"[('Steak', 3), ('Burger', 1)]",166.0,37.8075427,144.9479927,0,8.734,14.4797363
ORDJ05655,2018-06-21,13:34:38,Lunch,bk,"[('Chicken', 6), ('Steak', 1), ('Salad', 8), ('Fries', 3)]",410.6,-37.8046849,144.9446115,0,10.074,13.2869825
ORDB10148,2018-08-18,15:36:20,Breakfast,TP,"[('Fries', 1), ('Burger', 3)]",105.0,-37.8104777,145.0032768,0,11.341,16.0767506
ORDJ00123,2018-01-11,08:10:08,Breakfast,TP,"[('Pancake', 1), ('Eggs', 9), ('Salmon', 10), ('Cereal', 3)]",360.25,-37.8044762,144.9172294,1,12.268,6.6752175
ORDJ04207,2018-13-11,18:28:43,Dinner,TP,"[('Pasta', 8), ('Fish&Chips', 2)]",290.0,-37.8050291,144.9779475,0,10.357,14.5052202
ORDK04538,2018-09-03,16:06:45,Lunch,BK,"[('Pasta', 8), ('Salmon', 7), ('Shrimp', 8)]",939.0,-37.8132619,144.9385342,0,9.849,16.9065335
ORDA05684,2018-11-25,18:49:00,Dinner,BK,"[('Fish&Chips', 9), ('Salmon', 8)]",643.0,-37.8206455,144.9487556,0,9.204,18.545206
ORDB03640,2018-05-26,12:43:56,Lunch,TP,"[('Salad', 5), ('Chicken', 9)]",1074.0,-37.8038829,144.9584513,0,9.257,14.1824818
ORDY07093,2018-05-12,12:13:31,Lunch,TP,"[('Chicken', 10), ('Salad', 5)]",406.0,-37.8007651,144.9585548,0,9.656,14.9241924
ORDA02335,2018-01-25,08:40:33,Breakfast,BK,"[('Cereal', 2), ('Shrimp', 7)]",211.75,-37.8003526,144.9443519,0,9.326,14.4498084
ORDA01911,2018-04-12,11:12:40,Breakfast,BK,"[('Eggs', 10), ('Pancake', 3), ('Cereal', 2)]",334.75,37.8240744,144.9887577,0,6.363,11.3239302
ORDX05731,2018-07-22,14:35:29,Lunch,BK,"[('Burger', 7), ('Fries', 4), ('Salad', 9)]",419.8,-37.8126386,144.9735827,0,6.836,15.1977089
ORDJ01394,2018-08-23,15:46:28,Lunch,TP,"[('Salad', 7), ('Fries', 9), ('Burger', 9), ('Chicken', 2), ('Steak', 4)]",751.4,-37.8142705,144.935746,0,10.603,13.9767585
ORDY04216,2018-09-03,16:06:45,Dinner,TP,"[('Pasta', 4), ('Shrimp', 8)]",605.8,-37.8070107,144.9490826,0,9.633,13.8151062
ORDI05442,2018-05-12,12:13:31,Lunch,NS,"[('Fries', 3), ('Burger', 5), ('Steak', 2)]",281.0,-37.8023249,144.9622158,1,7.014,14.5693833
ORDC01260,2018-04-15,11:22:49,Breakfast,NS,"[('Coffee', 3), ('Pancake', 2)]",71.0,-37.8208598,144.9472123,1,9.835,16.7109921
ORDJ00952,2018-09-08,16:16:54,Dinner,TP,"[('Shrimp', 4), ('Salmon', 6), ('Pasta', 2)]",517.0,-37.8084848,144.925964,0,9.528,16.4948774
ORDJ06244,2018-09-10,16:16:54,Dinner,bk,"[('Pasta', 8), ('Salmon', 7), ('Shrimp', 10)]",1047.0,-37.8073806,144.9981959,0,11.141,14.7501094
ORDX00898,2018-01-21,08:40:33,Breakfast,BK,"[('Pancake', 3), ('Eggs', 9), ('Cereal', 1)]",291.75,-37.8039708,144.9764153,0,6.723,14.2520866
ORDA00649,2018-09-15,16:27:02,Dinner,BK,"[('Salmon', 8), ('Pasta', 8), ('Shrimp', 10)]",695.5,-37.8214592,144.9738626,0,7.62,16.8690983
ORDB03475,2018-11-17,18:38:52,Dinner,TP,"[('Fish&Chips', 2), ('Pasta', 7), ('Shrimp', 5)]",532.5,-37.8096475,144.9480507,0,9.638,15.1541223
ORDJ02397,2018-12-26,19:49:51,Lunch,TP,"[('Fish&Chips', 3), ('Pasta', 10)]",380.0,-37.803485,144.9654717,0,9.487,13.2851061
ORDB09340,2018-09-01,16:06:45,Dinner,TP,"[('Pasta', 4), ('Salmon', 10), ('Fish&Chips', 1)]",555.0,-37.8155523,144.9581987,0,8.317,14.2806011
ORDB01126,2018-09-07,16:16:54,Dinner,TP,"[('Pasta', 6), ('Fish&Chips', 6), ('Shrimp', 10), ('Salmon', 10)]",1325.0,-37.8204562,144.9768738,0,8.134,13.0218603
ORDC00854,2018-01-11,08:20:16,Breakfast,NS,"[('Eggs', 10), ('Fries', 8), ('Pancake', 6)]",425.5,-37.8163883,144.9838774,1,8.683,6.8838284
ORDX01868,2018-09-13,16:27:02,Dinner,BK,"[('Pasta', 8), ('Shrimp', 3), ('Salmon', 7), ('Fish&Chips', 8)]",949.0,-37.8158434,144.9342969,1,10.273,17.4308936
ORDB10253,2018-02-26,09:51:32,Breakfast,TP,"[('Pancake', 7), ('Cereal', 7)]",316.75,-37.8156369,144.9657342,0,7.929,10.4182793
ORDX06645,2018-01-11,08:20:16,Breakfast,BK,"[('Eggs', 2), ('Coffee', 8), ('Pancake', 3)]",176.75,-37.8171703,144.9645963,1,7.695,6.2426463
ORDY07911,2018-04-23,11:43:05,Dinner,TP,"[('Cereal', 9), ('Eggs', 9), ('Coffee', 2)]",402.0,-37.8187631,144.9534036,0,8.509,10.8323438
ORDK01017,2018-09-05,16:06:45,Breakfast,BK,"[('Pasta', 8), ('Salmon', 2)]",302.0,-37.8187161,144.9168055,0,11.97,18.4798126
ORDA02623,2018-12-14,19:29:34,Dinner,BK,"[('Fish&Chips', 1), ('Pasta', 3), ('Shrimp', 4)]",333.5,-37.8145465,145.0142926,0,3.763,10.5040891
ORDJ09927,2018-05-08,12:13:31,Lunch,ns,"[('Chicken', 2), ('Salad', 2), ('Burger', 1), ('Fries', 6), ('Steak', 8)]",561.4,-37.8012086,144.970017,0,9.878,13.0522902
ORDX08889,2018-11-21,18:38:52,Dinner,BK,"[('Pasta', 3), ('Fish&Chips', 9)]",397.5,-37.808314,144.9761309,0,6.267,12.8901638
ORDB00024,2018-05-17,12:23:39,Lunch,TP,"[('Burger', 9), ('Chicken', 10), ('Salad', 4), ('Fries', 5)]",727.8,-37.8196069,144.9634763,0,7.572,11.5035104
ORDK10739,2018-03-30,10:52:23,Breakfast,BK,"[('Pancake', 4), ('Eggs', 4), ('Cereal', 9), ('Coffee', 10)]",449.0,-37.8102571,144.9613166,0,7.623,12.2834328
ORDJ06480,2018-09-05,16:06:45,Breakfast,TP,"[('Shrimp', 10), ('Salmon', 9), ('Pasta', 6)]",1074.0,-37.8152655,144.9277894,0,11.734,15.3673707
ORDZ09991,2018-10-08,17:17:44,Dinner,NS,"[('Shrimp', 3), ('Fish&Chips', 5), ('Salmon', 6)]",518.0,-37.817582,144.9590952,0,8.716,14.536084
ORDX04071,2018-04-26,11:43:05,Breakfast,BK,"[('Cereal', 4), ('Coffee', 1), ('Eggs', 7), ('Pancake', 9)]",463.75,-37.8185129,144.9671482,0,7.562,12.717406
ORDJ11100,2018-11-19,18:38:52,Dinner,TP,"[('Pasta', 10), ('Shrimp', 9), ('Burger', 5)]",936.0,-37.8118512,145.0089974,0,11.799,15.2958038
ORDK05488,2018-10-04,17:07:36,Dinner,BK,"[('Fish&Chips', 4), ('Shrimp', 2), ('Salmon', 6)]",494.0,-37.808675,144.9423368,0,9.78,16.9018418
ORDK04180,2018-11-11,18:28:43,Dinner,BK,"[('Salmon', 6), ('Shrimp', 8), ('Fish&Chips', 3), ('Pasta', 1)]",810.5,-37.8025629,144.9610402,0,7.952,17.0602444
ORDA00919,2018-14-10,17:27:53,Dinner,BK,"[('Pasta', 7), ('Fish&Chips', 2), ('Salmon', 10)]",672.5,-37.8118847,144.9996558,0,4.256,13.7737174
ORDI09274,2018-10-12,17:27:53,Dinner,NS,"[('Fish&Chips', 8), ('Shrimp', 6), ('Salmon', 3)]",727.0,-37.8086535,144.9443381,0,9.283,15.1472299
ORDB08245,2018-07-31,14:55:46,Lunch,TP,"[('Steak', 7), ('Chicken', 5)]",475.0,-37.8110272,144.9900001,0,10.039,13.9260471
ORDB08296,2018-09-08,16:16:54,Dinner,TP,"[('Pasta', 4), ('Salmon', 10), ('Fish&Chips', 8), ('Shrimp', 3)]",962.0,37.8189857,144.9738619,0,8.188,14.0010025
ORDC00519,2018-11-04,18:08:27,Breakfast,NS,"[('Salmon', 5), ('Pasta', 4), ('Fish&Chips', 3)]",420.0,-37.8214308,144.9473954,0,9.875,17.6185638
ORDB10679,2018-02-20,09:31:16,Breakfast,TP,"[('Pancake', 4), ('Coffee', 8), ('Eggs', 10)]",714.5,-37.8036726,144.9556161,0,9.497,12.0144479
ORDA01494,2018-05-19,12:33:48,Lunch,NS,"[('Salad', 5), ('Steak', 6)]",356.0,-37.8026086,144.957187,0,8.275,17.194561
ORDJ00581,2018-12-26,19:49:51,Dinner,tp,"[('Salmon', 7), ('Shrimp', 6)]",611.0,-37.8049802,144.9482313,0,9.794,13.4760319
ORDA00745,2018-03-26,10:42:15,Breakfast,BK,"[('Coffee', 2), ('Eggs', 6)]",147.0,-37.8055329,144.9734372,1,6.783,11.5717868
ORDA04189,2018-12-22,19:49:51,Dinner,NS,"[('Shrimp', 2), ('Pasta', 1), ('Fish&Chips', 2)]",205.5,-37.8096824,144.9725933,0,6.728,15.6308179
ORDJ02535,2018-08-02,15:05:54,Lunch,BK,"[('Steak', 2), ('Fries', 6), ('Salad', 4), ('Chicken', 9), ('Burger', 2)]",580.8,-37.7996836,144.9550948,0,9.827,12.9710584
ORDK09348,2018-02-22,09:41:24,Breakfast,BK,"[('Pancake', 5), ('Eggs', 8)]",297.25,-37.7974545,144.926022,0,7.905,16.7599427
ORDB10505,2018-05-02,12:03:22,Lunch,TP,"[('Salad', 4), ('Fries', 8)]",793.0,-37.8215102,144.9307248,0,10.406,13.425479
ORDY00292,2018-06-05,13:04:13,Lunch,TP,"[('Chicken', 5), ('Burger', 8), ('Steak', 2), ('Salad', 4)]",566.8,-37.819738,144.9600775,0,7.697,11.5281306
ORDX03648,10-07-2018,14:15:12,Lunch,BK,"[('Burger', 9), ('Steak', 10), ('Salad', 3), ('Chicken', 4), ('Fries', 7)]",992.6,-37.824511,144.9828365,0,7.057,12.3218154
ORDB08337,2018-12-17,19:39:43,Dinner,TP,"[('Salmon', 7), ('Pasta', 4), ('Fish&Chips', 2), ('Shrimp', 7)]",845.0,-37.8059635,144.9408821,0,10.368,14.3943656
ORDA03056,2018-19-08,15:36:20,Lunch,BK,"[('Steak', 4), ('Salad', 1)]",197.2,-37.8050655,144.9840391,0,6.024,14.1225185
ORDX05237,2018-01-04,08:00:00,Breakfast,BK,"[('Eggs', 2), ('Cereal', 8)]",212.0,-37.8185848,145.0053358,1,4.369,4.5089298
ORDB02937,2018-04-13,11:22:49,Breakfast,TP,"[('Cereal', 9), ('Fish&Chips', 5), ('Pancake', 4), ('Eggs', 7)]",477.5,-37.8142591,144.9668762,0,8.163,10.73967
